80.186.0.0/16,MobileElisa
81.197.0.0/20,MobileElisa
81.197.16.0/20,MobileElisa
81.197.32.0/20,MobileElisa
81.197.48.0/20,MobileElisa
81.197.64.0/20,MobileElisa
81.197.80.0/20,MobileElisa
81.197.96.0/20,MobileElisa
81.197.112.0/20,MobileElisa
81.197.128.0/20,MobileElisa
81.197.144.0/20,MobileElisa
81.197.160.0/20,MobileElisa
81.197.176.0/20,MobileElisa
81.197.192.0/20,MobileElisa
84.231.0.0/17,MobileElisa
84.231.128.0/18,MobileElisa
84.231.192.0/19,MobileElisa
84.231.224.0/20,MobileElisa
84.231.240.0/20,MobileElisa
85.76.0.0/17,MobileElisa
85.76.128.0/18,MobileElisa
85.76.192.0/19,MobileElisa
85.77.0.0/17,MobileElisa
85.77.128.0/20,MobileElisa
85.77.144.0/22,MobileElisa
85.77.152.0/21,MobileElisa
85.77.160.0/19,MobileElisa
85.77.192.0/18,MobileElisa
85.78.0.0/16,MobileElisa
85.156.0.0/17,MobileElisa
85.156.128.0/20,MobileElisa
85.156.144.0/20,MobileElisa
85.156.168.0/21,MobileElisa
85.156.176.0/20,MobileElisa
85.156.192.0/20,MobileElisa
85.156.208.0/20,MobileElisa
85.156.224.0/20,MobileElisa
193.64.18.0/23,MobileElisa
193.64.20.0/23,MobileElisa
193.64.22.0/23,MobileElisa
193.64.96.0/21,MobileElisa
193.65.8.0/21,MobileElisa
193.65.16.0/20,MobileElisa
193.65.136.0/21,MobileElisa
193.65.144.0/21,MobileElisa
193.66.64.0/19,MobileElisa
193.66.128.0/20,MobileElisa
193.199.0.0/17,MobileElisa
193.199.128.0/19,MobileElisa
193.199.160.0/20,MobileElisa
193.199.168.0/24,MobileElisa
212.226.0.0/19,MobileElisa
188.238.0.0/16,MobileSonera
109.240.0.0/16,MobileSonera
